Player,GP,MIN,FG,3FG,FT,OR,TR,AST,TO,STL,BLK,PF,PTS,Rating,Win %,PD,MVP Votes
Andrzej Borski,0.6818181818181818,37.8,6.6,0.1,3.6,2.5,10.6,0.5,2.3,0.2,0.9,3.7,16.9,16.4,0.5,-96.0,0
Asa Meir,0.8636363636363636,34.3,6.5,0.6,3.3,1.0,4.4,3.4,1.2,0.7,0.7,2.1,16.8,15.3,0.727,382.0,0
Riley Rojas,0.9090909090909091,32.2,6.5,1.5,2.1,0.8,3.1,2.7,1.0,1.0,0.5,2.6,16.6,14,0.636,232.0,0
Fredrick Gomez,0.9545454545454546,34.6,6.7,0.3,2.3,3.6,12.4,1.9,1.3,0.4,1.7,2.0,16.0,16.1,0.591,224.0,0
Antti Valtanen,1.0,34.1,7.0,0.0,1.9,1.8,5.8,2.1,1.8,1.1,0.3,1.6,16.0,14.9,0.545,-21.0,0
Ed Cole,0.8181818181818182,33.2,6.3,1.4,1.4,1.1,4.3,2.0,1.4,1.0,0.0,2.6,15.4,13.3,0.22699999999999998,-306.0,0
Hidayet Avgan,1.0,36.2,6.7,0.1,1.7,3.3,11.8,1.0,2.5,0.8,0.4,1.4,15.2,15.5,0.545,-21.0,0
Ariel Palczewski,0.7272727272727273,34.3,6.1,0.5,2.1,2.6,8.9,2.1,1.2,0.9,0.8,3.2,14.7,14.6,0.22699999999999998,-306.0,0
Tanju Pertev,0.8181818181818182,35.7,5.9,1.2,1.3,0.5,2.4,2.8,1.1,1.0,0.2,2.7,14.4,14.3,0.22699999999999998,-306.0,0
Rudy Higgins,0.8636363636363636,33.2,6.4,0.3,1.3,1.8,6.6,2.7,1.3,0.8,0.1,1.4,14.4,16.3,0.545,-17.0,0
Larry Dunham,0.9545454545454546,36.9,5.7,0.2,2.6,1.6,7.0,1.6,0.7,0.8,0.1,2.6,14.3,14.4,0.818,447.0,1
Steven Mooney,0.9545454545454546,33.6,5.0,1.6,2.5,0.9,3.2,3.1,1.0,0.9,0.4,2.1,14.1,17.1,0.727,259.0,0
Eli Yazzie,0.8181818181818182,32.8,5.3,2.1,1.4,0.6,3.7,3.3,1.0,1.3,0.4,1.8,14.1,16.3,0.727,259.0,0
Stoyan Moskov,0.9090909090909091,32.2,5.2,0.9,2.7,0.6,2.1,4.2,1.0,1.0,0.3,3.3,14.0,15.3,0.636,232.0,0
Gaby Brunelle,0.9545454545454546,33.4,6.1,0.5,1.1,2.3,9.9,1.9,1.5,0.8,0.8,1.4,13.8,15,0.591,224.0,0
JosuÃ© Foreman,0.9545454545454546,38.2,5.3,1.2,1.9,1.4,5.3,3.9,1.5,0.8,0.4,1.1,13.7,14.6,0.636,144.0,0
William Hutson,1.0,28.1,5.2,0.6,2.6,2.5,9.5,1.7,1.0,0.5,0.3,2.8,13.5,16.1,0.727,259.0,4
Pichet Konthai,0.8636363636363636,33.9,5.5,0.3,2.2,3.5,10.3,1.9,1.8,0.7,0.8,2.8,13.5,15.7,0.22699999999999998,-419.0,0
James Walsh,0.9545454545454546,33.2,5.6,0.5,1.7,1.7,6.4,3.9,1.3,0.6,1.0,1.3,13.4,14.7,0.727,354.0,0
Irving Smalls,0.8181818181818182,31.7,5.3,1.2,1.6,1.2,5.1,1.1,1.7,0.6,0.2,3.3,13.3,12.1,0.22699999999999998,-306.0,0
Humberto Pastrana,0.9545454545454546,28.4,5.9,0.4,1.2,2.7,10.3,1.4,1.0,0.3,0.5,0.8,13.3,14.3,0.591,224.0,0
Lee Atkins,0.9545454545454546,31.8,5.4,0.5,1.9,1.4,4.8,4.2,1.1,1.0,0.4,1.3,13.2,14.2,0.591,224.0,0
Mateo Angel,0.8181818181818182,33.5,5.5,0.2,2.1,2.6,12.6,1.2,2.2,0.8,0.7,3.3,13.2,18.5,0.545,-17.0,0
Alexis Fourcroy,0.9545454545454546,20.7,5.0,0.9,2.0,0.6,1.9,1.9,0.5,0.3,0.2,2.7,13.0,14.4,0.636,144.0,0
Nacho Fontanellas,0.9545454545454546,31.7,4.8,0.8,2.5,0.7,2.8,2.7,1.2,0.7,0.3,0.9,12.8,14.4,0.727,382.0,0
Vinnie Marselus,0.9545454545454546,31.7,5.9,0.0,1.0,2.9,11.1,1.8,1.6,0.3,1.0,2.0,12.8,16.4,0.727,354.0,0
Francesco Pazzaglia,0.9545454545454546,36.5,5.2,0.6,1.5,1.1,4.3,5.0,1.2,1.0,0.2,1.5,12.6,16,0.636,144.0,0
Milan Batez,0.9090909090909091,32.5,5.0,0.6,1.7,1.8,6.2,1.7,1.6,1.1,0.3,1.4,12.4,13.8,0.5,-96.0,0
Rob Davis,0.8181818181818182,35.7,5.0,0.4,2.0,3.0,11.0,0.7,1.4,0.5,0.8,1.4,12.4,15.5,0.22699999999999998,-306.0,0
Lewis Bellamy,1.0,28.9,5.3,0.6,1.2,2.2,8.0,1.8,1.1,0.6,0.8,2.5,12.4,14.4,0.636,144.0,0
Randy Coyle,0.8636363636363636,34.5,5.2,0.5,1.3,2.4,10.9,2.8,1.9,0.8,1.4,2.9,12.3,14.6,0.545,203.0,0
Gerhard Echave,0.8636363636363636,31.9,4.7,0.4,2.4,1.4,5.1,3.4,1.1,0.8,0.7,1.2,12.2,15.1,0.727,382.0,0
Jimmy FjÃ¤llborg,0.6818181818181818,31.6,5.1,0.1,1.7,2.4,9.3,1.8,1.3,0.5,1.1,2.3,12.0,13.7,0.091,-592.0,0
Maciej Mordasiewicz,0.9545454545454546,28.3,4.9,0.0,2.2,2.3,8.9,0.9,1.4,0.3,0.9,3.9,12.0,16.5,0.545,203.0,0
Alican PerÃ§in,0.8636363636363636,29.2,4.8,0.4,1.9,2.6,9.3,0.8,1.5,0.4,0.3,3.7,12.0,14,0.22699999999999998,-419.0,0
Chiu Jen Thai,0.8636363636363636,32.4,4.7,0.4,2.2,3.0,10.7,0.8,1.6,0.7,0.8,4.2,11.9,16,0.636,232.0,0
Toby England,0.9090909090909091,38.3,11.2,2.7,1.5,1.2,4.7,4.4,1.0,1.8,0.4,1.4,26.6,16.4,0.773,439.0,107
Alcadio Valle,0.8181818181818182,38.8,9.4,3.1,2.8,0.9,4.1,4.5,1.2,1.3,0.3,2.5,24.7,18.2,0.545,203.0,10
Donnell Trotter,1.0,36.7,9.2,2.6,2.8,0.9,4.0,3.8,0.8,1.2,0.1,2.5,23.8,18.7,0.909,577.0,178
Arthur Glass,0.8636363636363636,37.1,9.1,2.2,2.4,0.9,2.6,3.1,1.5,1.1,0.2,2.0,22.8,16.3,0.182,-395.0,0
Aubrey Bliss,1.0,39.6,8.8,0.3,3.3,4.0,14.9,3.7,1.2,0.9,0.6,1.9,21.1,17.5,0.545,92.0,96
Rickie Omalley,0.9090909090909091,39.3,8.7,0.6,2.8,2.3,11.3,2.6,2.1,0.6,0.2,2.2,20.7,16.1,0.364,-214.0,0
Tanner Winn,0.9090909090909091,36.5,8.8,0.7,2.4,3.0,12.9,4.2,1.4,0.8,0.6,0.8,20.6,18.4,0.773,305.0,99
Howell Angelo Jacaba,1.0,35.4,8.9,0.6,1.5,0.9,3.5,2.0,1.1,1.1,0.0,1.8,19.8,16.4,0.409,-29.0,0
Mateja LaziÄ,0.9090909090909091,42.6,7.5,1.2,3.5,0.5,3.1,5.0,1.6,0.8,0.4,3.6,19.6,16.2,0.364,-214.0,0
JaviÃ¡n Chaca,0.8636363636363636,34.8,8.0,0.2,2.8,2.6,10.2,2.4,1.8,0.6,0.6,1.6,19.1,16.5,0.136,-482.0,0
Eidimantas Liepinis,0.9090909090909091,41.6,7.9,0.4,2.6,3.8,13.3,1.6,2.0,0.4,1.7,1.8,18.8,16.2,0.364,-214.0,0
Andrzej Borski,1.0,33.1,6.9,0.4,3.0,2.3,11.0,0.3,2.1,0.6,0.7,3.0,17.2,17.5,0.773,305.0,11
Jezdimir AleksandroviÄ,0.9545454545454546,33.5,6.7,1.4,1.9,1.2,4.2,4.1,1.0,1.0,0.2,1.3,16.6,16.1,0.409,-209.0,0
Rex Schmitz,1.0,36.2,7.1,0.5,1.5,2.2,9.1,2.5,0.9,1.0,0.4,1.8,16.2,15,0.545,92.0,0
Hoon-Young Song,1.0,36.1,6.5,0.1,2.9,3.6,10.9,2.7,1.1,0.5,0.4,2.8,16.1,15.7,0.364,-206.0,0
Hidayet Avgan,1.0,37.7,6.6,0.2,2.4,3.9,12.7,1.4,2.0,0.3,0.2,1.5,15.8,15.5,0.409,-29.0,0
Riley Rojas,0.9090909090909091,30.4,5.8,1.3,2.8,0.7,2.4,2.6,1.2,1.0,0.2,2.8,15.6,13.6,0.182,-395.0,0
Ibnou Biteil,0.8636363636363636,35.0,6.5,0.4,2.3,2.6,11.2,2.2,1.6,0.5,1.5,2.2,15.6,15.9,0.409,-96.0,0
Ariel Gros,0.8636363636363636,37.2,7.1,0.2,1.4,3.5,14.1,2.6,2.1,1.1,0.3,2.0,15.6,17.2,0.591,20.0,0
Rafael Villegas,0.8181818181818182,30.1,6.4,0.8,1.9,2.8,10.8,0.6,2.2,0.6,1.1,1.6,15.6,17.2,0.909,577.0,0
Kenneth Rubin,1.0,37.6,6.8,0.1,1.6,3.2,12.4,3.4,1.6,0.4,0.9,2.9,15.3,16.1,0.409,-29.0,0
Louis Russell,0.7272727272727273,34.5,6.2,0.9,1.6,2.9,12.1,2.0,1.6,1.0,0.7,2.0,15.0,16.4,0.636,64.0,0
Bernard Goral,0.9545454545454546,34.4,6.2,0.8,1.7,1.1,4.5,3.1,1.6,0.7,0.3,2.0,14.9,15.6,0.409,-96.0,0
Antoine Alfred,0.7272727272727273,39.6,5.9,0.4,2.5,1.6,6.2,2.1,1.1,1.3,0.5,1.6,14.8,14.6,0.636,64.0,0
Gaby Brunelle,0.8636363636363636,36.4,6.4,0.4,1.6,2.7,11.2,1.4,2.2,0.5,1.0,1.5,14.8,15.3,0.136,-482.0,0
JuÃ¡n Starkey,0.9545454545454546,42.1,6.4,0.2,1.7,2.2,7.4,2.6,1.9,0.7,0.8,1.2,14.7,14.2,0.364,-214.0,0
Aharon Amsalem,1.0,33.1,6.1,0.7,1.7,1.8,8.5,2.0,1.5,0.2,1.0,2.5,14.6,15.3,0.409,-209.0,0
Asa Meir,0.9545454545454546,33.6,5.4,0.7,3.0,1.7,5.5,2.9,1.0,1.0,0.7,2.2,14.5,14.6,0.636,183.0,0
Humberto Pastrana,0.8636363636363636,34.5,6.4,0.2,1.5,3.3,10.3,2.3,1.6,0.8,0.9,1.7,14.5,13.6,0.136,-482.0,0
Long Leach,0.9545454545454546,32.4,6.4,0.4,1.0,3.6,11.6,1.8,1.4,0.6,1.1,1.5,14.2,16.5,0.409,-96.0,0
Milan DamborskÃ½,0.9545454545454546,37.0,5.7,0.4,2.2,0.8,3.7,4.4,2.0,0.8,0.0,2.0,14.0,16.6,0.364,-206.0,0
Baltras Jerinas,1.0,33.0,5.9,0.1,2.2,3.6,10.7,1.0,1.6,0.5,0.7,3.8,14.0,16.6,0.364,-206.0,0
Yeung Ling Tim,0.8181818181818182,32.9,5.9,0.7,1.4,3.5,11.2,0.1,1.4,0.4,0.4,1.3,13.9,15.8,0.182,-395.0,0
JosuÃ© Foreman,0.7272727272727273,38.4,5.3,0.9,2.3,1.3,5.0,4.1,1.6,0.8,0.4,1.3,13.8,15.6,0.636,64.0,0
Steven Mooney,0.9090909090909091,32.5,5.6,0.9,1.8,0.6,2.8,3.8,1.0,1.4,0.4,2.2,13.8,17.3,0.773,439.0,0
Linas PudÅ¾imys,0.8181818181818182,34.3,5.7,0.3,1.9,2.8,12.5,0.9,2.0,0.5,0.6,3.6,13.6,16.8,0.591,20.0,0
William Hutson,0.9090909090909091,24.8,5.4,0.4,2.0,1.6,7.8,1.4,0.8,0.5,0.6,3.3,13.2,16.9,0.773,439.0,0
Tory Reilly,1.0,31.4,5.2,1.1,1.7,1.0,3.4,3.9,0.8,1.2,0.0,1.8,13.2,17.3,0.909,577.0,9
Theodore Rider,0.9545454545454546,33.6,5.6,0.9,1.1,1.4,6.3,2.4,1.0,0.9,0.4,1.0,13.1,12.6,0.409,-209.0,0
Randy Coyle,0.8181818181818182,38.8,4.9,0.6,2.3,2.6,12.3,2.8,1.8,1.2,1.6,2.1,12.8,15.2,0.545,203.0,0
Sherman Le,1.0,33.5,5.5,0.1,1.6,1.5,5.9,1.9,1.1,0.8,0.6,3.2,12.7,13.8,0.364,-206.0,0
Jerry Spann,0.7727272727272727,38.2,4.9,0.5,2.2,0.6,2.9,5.1,1.4,0.9,0.1,0.8,12.6,15.2,0.591,20.0,0
Eli Yazzie,0.9090909090909091,32.3,4.8,1.1,1.8,1.1,3.6,3.6,1.1,1.0,0.9,1.8,12.6,16.6,0.773,439.0,0
Ignacio Elgueta,0.8636363636363636,33.3,5.1,0.2,2.1,0.8,2.6,0.5,1.8,0.8,0.8,1.3,12.4,12.8,0.591,20.0,0
Maciej Mordasiewicz,0.8636363636363636,32.7,5.1,0.3,1.9,1.6,9.0,1.6,1.8,0.5,0.6,3.9,12.3,17.1,0.545,203.0,0
SÅawomir Harabin,0.9090909090909091,37.6,5.3,0.2,1.4,2.4,9.6,2.0,1.4,0.5,1.3,2.6,12.2,16,0.409,-209.0,0
Travis Harmon,1.0,20.5,4.5,0.9,2.3,0.5,1.9,2.3,0.6,1.0,0.0,0.9,12.2,16.3,0.909,577.0,0
Walter HÃ¶cherl,0.9090909090909091,36.3,4.6,0.5,2.4,1.2,5.0,4.9,1.8,0.8,0.3,2.0,12.1,15.4,0.636,183.0,0
Larry Dunham,1.0,35.7,5.3,0.2,1.3,2.0,6.6,2.2,1.5,1.2,0.1,2.9,12.1,13.7,0.545,92.0,0
ErdinÃ§ Taran,0.8636363636363636,37.1,4.7,0.6,1.8,4.2,13.2,2.6,1.9,0.7,0.3,3.4,11.9,15.5,0.182,-395.0,0
Aubrey Bliss,0.9545454545454546,38.8,10.9,0.6,3.7,4.7,14.8,3.6,1.5,1.1,0.6,1.6,26.1,18,0.5,22.0,192
Tanner Winn,0.9545454545454546,40.8,9.5,0.5,3.3,3.3,14.5,4.2,1.3,0.8,0.6,1.4,22.9,17.4,0.545,-25.0,33
Toby England,1.0,39.4,8.5,1.9,2.3,1.2,5.2,4.0,0.9,1.4,0.3,1.0,21.3,16.5,0.636,194.0,35
SÃ©rgio Manoel ChinÃªs,1.0,39.1,8.4,2.1,2.3,1.0,4.6,4.1,1.2,1.0,0.2,2.5,21.1,18,0.636,266.0,68
Ariel Gros,0.7727272727272727,35.3,8.0,0.7,3.4,3.4,13.4,2.1,1.4,1.0,0.4,1.8,20.1,17.1,0.727,15.0,0
BÃ©ni HÃ¡ri,0.8636363636363636,31.5,7.9,1.3,2.7,0.6,3.0,3.2,1.2,0.8,0.1,3.2,19.7,16.7,0.364,-83.0,0
Yassine Zoghlami,0.9545454545454546,37.6,8.1,0.5,2.8,0.9,3.7,2.0,1.1,1.6,0.2,2.0,19.6,14,0.273,-271.0,0
Kristoffer Manning,0.8636363636363636,33.0,7.8,1.4,2.0,1.1,4.1,1.7,1.9,0.7,0.2,2.9,19.1,15,0.545,-38.0,0
Chris Driscoll,0.9545454545454546,36.9,7.6,1.0,2.4,0.9,3.7,4.0,1.2,1.0,0.1,2.0,18.6,15.5,0.5,133.0,0
Pierre Mottier,0.9545454545454546,37.1,7.6,0.2,2.9,3.8,13.1,1.2,1.4,0.7,1.6,2.2,18.2,17.2,0.8640000000000001,540.0,119
Leonardo Geiming,0.8181818181818182,31.0,6.7,1.3,3.1,0.7,2.0,1.8,1.4,0.9,0.0,1.8,17.8,11.8,0.545,-38.0,0
Louis Russell,0.8181818181818182,34.4,7.3,0.7,2.4,2.7,10.3,1.8,1.4,0.5,0.9,2.1,17.8,15.9,0.591,33.0,0
Tang Chaoyu,0.8181818181818182,34.2,7.2,0.2,3.0,3.3,12.7,0.0,1.6,0.4,1.0,1.0,17.6,17.5,0.591,134.0,0
Aharon Amsalem,0.9090909090909091,33.4,7.1,0.6,2.0,1.9,9.4,2.6,1.8,0.8,1.0,2.4,16.8,15.8,0.364,-39.0,0
Rex Schmitz,0.9545454545454546,36.9,7.0,0.2,1.9,1.8,6.5,2.8,1.8,0.7,0.3,2.1,16.2,14.1,0.5,22.0,0
Donnell Trotter,1.0,36.6,6.1,1.4,2.2,1.0,4.9,4.4,1.4,1.0,0.4,1.9,15.9,17.7,0.8640000000000001,540.0,54
Alcadio Valle,0.8636363636363636,38.6,5.5,2.0,2.8,0.9,3.6,4.5,1.2,1.8,0.2,2.9,15.8,17,0.636,266.0,0
Bernard Goral,0.9090909090909091,32.1,6.3,0.6,1.5,1.0,4.4,2.8,1.6,0.9,0.5,2.3,14.7,14.4,0.455,81.0,0
Efrain Bartlett,0.9545454545454546,39.0,6.1,0.5,1.9,3.1,9.8,3.6,1.4,0.8,0.3,2.0,14.6,13.4,0.545,-25.0,0
Frankie McDonald,0.8636363636363636,31.1,6.1,0.3,1.8,0.9,3.5,2.3,0.8,0.7,0.4,2.5,14.3,15.3,0.5,133.0,0
Jan Tyburski,1.0,38.9,5.4,0.9,2.4,0.9,3.0,3.7,1.5,0.7,0.5,1.5,14.1,14.8,0.273,-271.0,0
Lester Riggs,0.7727272727272727,35.1,5.9,0.5,1.8,2.9,8.8,0.1,2.9,0.6,0.1,3.1,14.1,14.4,0.045,-841.0,0
Aridane Bude,1.0,33.8,5.9,0.4,1.6,2.7,11.2,2.5,1.4,0.5,0.7,2.5,13.7,17,0.636,194.0,2
Jezdimir AleksandroviÄ,1.0,29.6,5.7,0.8,1.4,1.4,3.7,3.1,1.0,0.5,0.3,1.0,13.7,15.6,0.364,-39.0,0
Francesco Pazzaglia,0.8181818181818182,41.0,5.5,0.6,2.1,1.3,4.4,4.7,1.4,1.3,0.2,1.8,13.7,15.9,0.591,33.0,0
Linas PudÅ¾imys,0.7727272727272727,35.3,5.8,0.1,1.9,2.9,13.8,1.2,2.8,0.6,1.1,3.4,13.6,16.3,0.727,15.0,0
Maciej Mordasiewicz,1.0,34.5,5.5,0.1,2.4,2.6,9.8,0.9,1.1,0.8,1.1,4.1,13.5,16.8,0.636,266.0,0
Pierre Oakes,0.8181818181818182,39.8,5.6,0.8,1.5,0.9,4.2,3.9,1.8,1.2,0.4,2.2,13.5,15.8,0.591,134.0,0
Ibnou Biteil,0.9090909090909091,28.9,5.5,0.4,2.0,2.6,10.1,2.2,1.2,0.3,2.2,2.2,13.4,15.6,0.455,81.0,0
Valerio Festa,0.9545454545454546,31.5,5.5,0.0,2.3,3.0,10.7,1.0,1.5,0.4,0.8,2.4,13.3,16.8,0.545,-25.0,0
James Walsh,1.0,34.1,5.3,0.4,2.1,1.6,6.3,3.5,1.5,1.0,1.3,1.2,13.1,15.3,0.8640000000000001,540.0,1
SÅawomir Harabin,0.9545454545454546,32.6,5.0,0.3,2.5,2.6,10.1,2.2,2.1,0.5,1.5,2.3,12.9,16.5,0.364,-39.0,0
Brian Hughes,0.8636363636363636,37.2,4.8,0.3,2.9,1.2,4.3,3.6,1.3,0.8,0.6,2.3,12.8,15,0.364,-121.0,0
Randy Coyle,1.0,37.3,5.0,0.4,2.4,2.1,11.3,3.0,1.0,0.9,1.0,3.0,12.7,15.2,0.636,266.0,0
Steven Mooney,1.0,32.8,5.1,0.9,1.5,0.8,3.0,4.2,1.0,0.9,0.3,2.4,12.7,17.4,0.636,194.0,0
Ethan Sercombe,0.8181818181818182,29.6,4.9,0.7,2.1,1.2,4.9,2.3,0.9,0.8,0.8,1.9,12.6,15.7,0.636,266.0,0
Timur Muravin,0.8636363636363636,35.3,4.7,1.2,1.9,1.5,6.3,3.1,1.4,1.3,0.8,4.0,12.5,13.6,0.364,-121.0,0
Antoine Alfred,0.8181818181818182,34.5,4.7,0.4,2.6,1.3,5.9,1.9,1.6,0.8,0.5,2.3,12.4,15.9,0.591,33.0,0
JosuÃ© Foreman,0.8181818181818182,38.3,5.0,1.1,1.3,1.6,4.6,5.3,1.2,0.8,0.3,1.3,12.4,16.3,0.591,33.0,0
Dzidorius Moliejus,1.0,29.4,4.6,0.4,2.5,2.3,9.2,0.4,2.3,0.5,0.7,3.5,12.1,15.1,0.364,-83.0,0
Fariborz Norouzi,0.7727272727272727,40.2,5.2,0.5,1.2,1.6,5.5,3.4,1.9,1.4,0.1,2.1,12.1,14.9,0.727,15.0,0
Cory Grabau,1.0,36.6,4.9,0.1,2.2,3.2,12.2,2.1,2.0,0.8,0.8,2.7,12.0,16,0.273,-271.0,0
Å»elisÅaw Szafraniec,0.7727272727272727,35.0,5.4,0.1,1.0,2.4,10.4,1.8,1.9,0.6,0.5,3.8,11.9,14.3,0.545,-38.0,0
Asa Meir,0.8636363636363636,24.6,4.3,0.8,2.5,0.6,3.3,1.4,0.8,0.9,0.6,1.7,11.9,14.3,0.364,-121.0,0
Tory Reilly,1.0,32.2,4.6,0.7,1.7,0.6,2.5,4.0,0.8,1.0,0.2,1.5,11.7,16.6,0.8640000000000001,540.0,0
Nedo Dimasi,1.0,30.4,5.1,0.2,1.3,2.4,9.3,1.3,1.5,0.3,1.0,2.4,11.6,15.4,0.5,133.0,0
Eric Ryan,0.8636363636363636,31.0,5.1,0.7,0.7,0.4,2.6,3.2,0.6,1.0,0.1,1.1,11.6,13.8,0.364,-83.0,0
Melchor da Lampaza,0.9545454545454546,31.9,4.7,0.1,2.0,1.5,7.6,1.2,2.2,0.8,0.9,1.1,11.5,15.3,0.591,134.0,0
Long Leach,0.9545454545454546,28.7,5.0,0.2,1.3,1.9,10.0,2.6,1.1,0.6,1.0,1.1,11.5,17.2,0.455,81.0,0
Dan Cervantes,0.7272727272727273,34.9,3.8,0.3,3.7,0.4,3.1,3.9,1.4,1.1,0.0,1.6,11.5,13.6,0.727,15.0,0
Aubrey Bliss,0.7272727272727273,39.1,10.6,1.0,3.0,5.1,14.7,3.7,1.7,0.4,0.2,2.1,25.2,16.9,0.22699999999999998,-541.0,0
SÃ©rgio Manoel ChinÃªs,1.0,40.4,8.7,2.1,3.0,1.0,3.7,5.2,1.5,1.7,0.1,2.0,22.5,18.9,0.773,494.0,187
Louis Russell,0.9545454545454546,36.6,8.8,0.7,2.2,2.5,11.8,2.1,1.8,1.1,2.0,2.1,20.4,17.1,0.818,509.0,127
Kristoffer Manning,1.0,33.2,8.5,1.3,2.1,1.0,4.2,1.8,1.3,1.0,0.4,2.6,20.4,14.7,0.455,136.0,0
Rickie Omalley,0.9545454545454546,39.7,8.7,0.4,1.9,3.2,11.1,2.0,1.7,0.9,0.6,3.1,19.8,16.3,0.318,-213.0,0
Vetcislavas Gluchovskis,0.7727272727272727,34.3,6.8,2.1,3.4,0.4,2.4,2.8,1.5,1.1,0.4,3.9,18.9,16.8,0.5,-178.0,0
Lou Querubin Bernal,1.0,34.4,8.0,0.1,2.8,3.5,9.9,1.3,1.9,0.6,0.4,2.9,18.9,15.9,0.727,284.0,7
Tang Chaoyu,1.0,36.5,7.9,0.1,2.3,4.0,13.0,0.0,2.1,0.5,0.8,2.1,18.2,17.2,0.545,56.0,3
Yetis Esentimur,0.7272727272727273,39.1,8.1,0.1,1.9,3.9,10.9,3.2,1.6,1.2,1.2,0.9,18.1,15.7,0.318,-244.0,0
Alexander Terziyski,0.7727272727272727,34.2,6.4,2.0,3.2,1.1,4.6,2.6,1.4,1.5,0.4,1.7,18.1,15.4,0.5,-178.0,0
Mateja LaziÄ,0.9545454545454546,41.9,6.7,0.9,3.9,1.1,3.0,3.9,1.6,1.1,0.4,3.2,18.0,15.5,0.318,-213.0,0
Ariel Gros,0.8636363636363636,36.0,7.7,0.2,2.4,3.3,13.2,1.9,1.5,0.4,0.1,2.6,17.9,16.8,0.545,53.0,0
Toby England,0.9545454545454546,37.7,6.8,2.0,1.8,1.0,5.2,4.4,0.8,1.0,0.2,1.5,17.4,16.5,0.682,108.0,2
Eidimantas Liepinis,0.9545454545454546,41.3,6.8,0.3,3.6,4.1,15.0,1.4,2.3,0.6,1.3,2.4,17.4,16.6,0.318,-213.0,0
Chris Driscoll,1.0,35.9,7.1,0.9,2.3,0.6,3.0,3.8,1.6,0.8,0.2,2.3,17.4,16.7,0.5,73.0,0
Donnell Trotter,0.6818181818181818,28.3,6.5,1.6,1.9,1.0,3.3,2.7,0.8,0.5,0.1,1.9,16.5,17.7,0.682,276.0,0
Pedro Mariano Vespa,0.9545454545454546,36.6,6.9,0.3,2.5,3.6,13.1,1.3,2.1,0.5,0.8,3.2,16.5,16.1,0.409,-18.0,0
JosuÃ© Foreman,0.9545454545454546,41.9,6.0,1.6,2.1,1.0,4.9,4.9,1.5,1.1,0.6,1.1,15.8,17.4,0.818,509.0,41
Linas PudÅ¾imys,0.8181818181818182,35.4,6.7,0.1,1.9,2.8,9.9,0.8,2.4,0.5,0.9,4.3,15.4,16.2,0.545,53.0,0
Pierre Mottier,0.9090909090909091,33.2,6.4,0.2,2.2,3.1,12.0,1.1,1.6,0.4,1.2,2.2,15.2,17.5,0.682,276.0,1
Giovanni Di Caro,1.0,34.0,6.8,0.4,1.3,2.5,8.5,2.8,0.9,0.4,0.2,3.9,15.2,14.3,0.318,-161.0,0
Dimitar Bakarski,0.9545454545454546,39.2,6.3,0.3,2.2,2.7,11.5,2.5,1.8,0.6,1.0,1.6,15.0,15.6,0.409,-18.0,0
SebastiÃ Roca,1.0,37.6,6.1,0.1,2.6,3.3,12.5,0.8,2.0,0.5,0.5,2.5,15.0,16,0.5,73.0,0
William Hutson,0.9545454545454546,33.7,6.0,0.5,2.1,2.2,8.6,1.8,1.4,0.7,0.3,4.2,14.7,16.7,0.682,108.0,0
Francesco Pazzaglia,0.9545454545454546,42.5,6.1,0.5,2.0,1.3,5.0,5.1,1.1,1.5,0.5,1.7,14.7,17.1,0.818,509.0,37
Jared Ware,0.7272727272727273,34.0,6.5,0.6,0.9,3.4,11.3,2.1,1.8,0.4,1.2,1.7,14.6,15,0.318,-244.0,0
Andrew MacAslan,1.0,34.5,6.0,0.2,2.2,2.5,10.5,2.6,1.4,0.6,0.5,1.3,14.5,15.3,0.727,284.0,1
Sergio Alcantara,0.9545454545454546,31.3,5.9,0.5,2.1,1.3,4.6,3.3,1.0,0.8,0.0,1.6,14.4,14.9,0.318,-161.0,0
Paul Otero,0.9545454545454546,32.8,5.5,1.0,2.1,0.6,3.3,3.8,0.8,0.9,0.3,2.6,14.1,16.5,0.682,108.0,0
Phua Wei Chao,0.9545454545454546,35.1,5.8,0.1,2.3,1.6,6.0,4.6,1.4,0.9,0.0,2.7,14.0,15.6,0.727,284.0,0
Fariborz Norouzi,0.8181818181818182,40.5,6.4,0.4,0.7,1.6,5.9,3.5,1.8,1.0,0.2,2.1,13.9,15,0.545,53.0,0
Josep Maria EscabrÃ³s,1.0,25.7,5.2,1.8,1.8,0.8,3.3,2.3,0.9,0.9,0.3,2.3,13.9,15.7,0.773,494.0,0
Seow Pak kin,0.8181818181818182,29.7,6.0,1.1,0.8,0.8,3.2,2.8,1.1,0.8,0.2,1.6,13.9,16,0.818,509.0,0
Steven Mooney,0.9545454545454546,34.0,5.4,1.2,1.8,0.7,2.8,3.9,1.1,0.7,0.4,2.8,13.7,17.8,0.682,108.0,0
Leonardo Geiming,1.0,30.7,5.3,1.1,1.9,0.7,2.5,2.8,1.1,0.8,0.3,1.6,13.7,12.6,0.455,136.0,0
Aridane Bude,0.9545454545454546,35.0,5.7,0.4,1.8,2.6,11.2,2.0,1.1,0.5,0.7,3.4,13.5,17.3,0.682,108.0,2
Tory Reilly,0.9545454545454546,33.2,5.3,1.5,1.3,0.5,2.4,4.1,1.2,1.1,0.0,1.7,13.5,16.1,0.682,276.0,0
Bernard Goral,1.0,34.9,5.0,1.0,2.1,1.1,4.0,2.0,1.3,0.9,0.2,1.9,13.2,12.4,0.182,-634.0,0
